timestamp_s,frame,face_detected,ear,ear_smooth,mar,eye_closed,pitch,yaw,roll,gaze_x,gaze_y,perclos,blink_rate,blink_duration_ms,microsleep_count,microsleep_dur_ms,yawn_count_recent,light_intensity,glare_severity,is_glare_detected,light_category,peak_light_recent,score_ear,score_perclos,score_blink,score_pose,score_yawn,score_glare,attention_score,kss_estimate,fatigue_probability,alert_level,alert_label
8.779,1,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,25.3,0.0,0,SAFE,25.3,100.0,100.0,0.0,100.0,100.0,100.0,99.0,1.08,0.037,0,NOMINAL
8.831,2,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16.9,0.0,0,SAFE,25.3,100.0,100.0,0.0,100.0,100.0,100.0,98.03,1.16,0.039,0,NOMINAL
8.849,3,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6.6,0.0,0,SAFE,25.3,100.0,100.0,0.0,100.0,100.0,100.0,97.1,1.23,0.041,0,NOMINAL
8.864,4,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.3,0.0,0,SAFE,25.3,100.0,100.0,0.0,100.0,100.0,100.0,96.2,1.3,0.044,0,NOMINAL
8.878,5,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,24.0,0.0,0,SAFE,25.3,100.0,100.0,0.0,100.0,100.0,100.0,95.32,1.37,0.046,0,NOMINAL
8.894,6,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,28.8,0.0,0,SAFE,28.8,100.0,100.0,0.0,100.0,100.0,100.0,94.48,1.44,0.049,0,NOMINAL
8.927,7,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,19.3,0.0,0,SAFE,28.8,100.0,100.0,0.0,100.0,100.0,100.0,93.66,1.51,0.052,0,NOMINAL
8.958,8,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,33.4,0.0,0,SAFE,33.4,100.0,100.0,0.0,100.0,100.0,100.0,92.87,1.57,0.054,0,NOMINAL
8.991,9,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,18.1,0.0,0,SAFE,33.4,100.0,100.0,0.0,100.0,100.0,100.0,92.11,1.63,0.057,0,NOMINAL
9.04,10,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,19.1,0.0,0,SAFE,33.4,100.0,100.0,0.0,100.0,100.0,100.0,91.37,1.69,0.06,0,NOMINAL
