timestamp_s,frame,face_detected,ear,ear_smooth,mar,eye_closed,pitch,yaw,roll,gaze_x,gaze_y,perclos,blink_rate,blink_duration_ms,microsleep_count,microsleep_dur_ms,yawn_count_recent,light_intensity,glare_severity,is_glare_detected,light_category,peak_light_recent,score_ear,score_perclos,score_blink,score_pose,score_yawn,score_glare,attention_score,kss_estimate,fatigue_probability,alert_level,alert_label
12.766,1,1,0.2729,0.2729,0.4491,0,5462.12,-24680.88,64585.82,-0.0506,-0.0252,0.0,0.0,0.0,0,0.0,0,84.8,0.0,0,NORMAL,84.8,100.0,100.0,0.0,0.0,100.0,100.0,98.97,1.08,0.037,0,NOMINAL
12.863,2,1,0.2641,0.2644,0.4517,0,7413.83,-24728.62,63242.44,-0.053,-0.0062,0.0,0.0,0.0,0,0.0,0,74.7,0.0,0,SAFE,84.8,100.0,100.0,0.0,0.0,100.0,100.0,97.97,1.16,0.039,0,NOMINAL
12.891,3,1,0.2584,0.2614,0.4502,0,7880.11,-24853.29,62837.56,-0.0578,0.0252,0.0,0.0,0.0,0,0.0,0,74.9,0.0,0,SAFE,84.8,100.0,100.0,0.0,0.0,100.0,100.0,97.0,1.24,0.042,0,NOMINAL
12.915,4,1,0.2585,0.2604,0.4489,0,8376.65,-24928.32,61884.66,-0.0557,-0.0223,0.0,0.0,0.0,0,0.0,0,92.6,0.0,0,NORMAL,92.6,100.0,100.0,0.0,0.0,100.0,100.0,96.07,1.31,0.044,0,NOMINAL
12.943,5,1,0.259,0.26,0.4515,0,8696.51,-25127.03,61794.8,-0.1074,-0.0357,0.0,0.0,0.0,0,0.0,0,89.6,0.0,0,NORMAL,92.6,100.0,100.0,0.0,0.0,100.0,100.0,95.17,1.39,0.047,0,NOMINAL
12.968,6,1,0.2754,0.2634,0.4509,0,8893.38,-25427.11,61282.86,-0.1206,-0.0306,0.0,0.0,0.0,0,0.0,0,66.6,0.0,0,SAFE,92.6,100.0,100.0,0.0,0.0,100.0,100.0,94.29,1.46,0.05,0,NOMINAL
12.992,7,1,0.265,0.2637,0.451,0,8744.66,-25378.46,61339.74,-0.163,-0.0587,0.0,0.0,0.0,0,0.0,0,70.6,0.0,0,SAFE,92.6,100.0,100.0,0.0,0.0,100.0,100.0,93.45,1.52,0.052,0,NOMINAL
13.024,8,1,0.252,0.2617,0.4512,0,8798.4,-25415.77,61584.02,-0.13,-0.037,0.0,0.0,0.0,0,0.0,0,59.6,0.0,0,SAFE,92.6,100.0,100.0,0.0,0.0,100.0,100.0,92.64,1.59,0.055,0,NOMINAL
13.056,9,1,0.2865,0.2656,0.4496,0,9121.35,-25440.37,61378.12,-0.1286,-0.0457,0.0,0.0,0.0,0,0.0,0,79.0,0.0,0,SAFE,92.6,100.0,100.0,0.0,0.0,100.0,100.0,91.85,1.65,0.058,0,NOMINAL
13.088,10,1,0.2713,0.2665,0.4486,0,8595.48,-25383.09,61902.56,-0.0542,-0.0437,0.0,0.0,0.0,0,0.0,0,82.9,0.0,0,NORMAL,92.6,100.0,100.0,0.0,0.0,100.0,100.0,91.09,1.71,0.061,0,NOMINAL
