timestamp_s,frame,face_detected,ear,ear_smooth,mar,eye_closed,pitch,yaw,roll,gaze_x,gaze_y,perclos,blink_rate,blink_duration_ms,microsleep_count,microsleep_dur_ms,yawn_count_recent,light_intensity,glare_severity,is_glare_detected,light_category,peak_light_recent,score_ear,score_perclos,score_blink,score_pose,score_yawn,score_glare,attention_score,kss_estimate,fatigue_probability,alert_level,alert_label
13.152,1,1,0.2413,0.2413,0.4616,0,4411.19,-24772.24,52924.28,0.0082,-0.0429,0.0,0.0,0.0,0,0.0,0,111.1,0.0,0,NORMAL,111.1,82.53,100.0,0.0,0.0,100.0,100.0,98.82,1.09,0.037,0,NOMINAL
13.248,2,1,0.2503,0.2501,0.466,0,5144.02,-25025.2,52963.58,0.0215,-0.0511,0.0,0.0,0.0,0,0.0,0,108.5,0.0,0,NORMAL,111.1,100.0,100.0,0.0,0.0,100.0,100.0,97.82,1.17,0.04,0,NOMINAL
13.282,3,1,0.2573,0.2537,0.4633,0,4981.96,-25265.77,53257.61,0.0113,-0.04,0.0,0.0,0.0,0,0.0,0,109.4,0.0,0,NORMAL,111.1,100.0,100.0,0.0,0.0,100.0,100.0,96.86,1.25,0.042,0,NOMINAL
13.314,4,1,0.2513,0.2529,0.4615,0,4581.08,-25309.08,53468.0,0.0182,-0.0447,0.0,0.0,0.0,0,0.0,0,110.7,0.0,0,NORMAL,111.1,100.0,100.0,0.0,0.0,100.0,100.0,95.93,1.33,0.045,0,NOMINAL
13.347,5,1,0.2547,0.2534,0.4606,0,4747.42,-25284.31,53277.99,0.021,-0.0461,0.0,0.0,0.0,0,0.0,0,112.1,0.0,0,NORMAL,112.1,100.0,100.0,0.0,0.0,100.0,100.0,95.03,1.4,0.047,0,NOMINAL
13.379,6,1,0.2537,0.2534,0.4594,0,4837.35,-25421.84,53262.82,0.0154,-0.0472,0.0,0.0,0.0,0,0.0,0,112.2,0.0,0,NORMAL,112.2,100.0,100.0,0.0,0.0,100.0,100.0,94.17,1.47,0.05,0,NOMINAL
13.415,7,1,0.2621,0.2551,0.463,0,4941.21,-25486.84,53198.87,0.0089,-0.0399,0.0,0.0,0.0,0,0.0,0,113.1,0.0,0,NORMAL,113.1,100.0,100.0,0.0,0.0,100.0,100.0,93.33,1.53,0.053,0,NOMINAL
13.457,8,1,0.2582,0.2556,0.4639,0,5031.33,-25410.95,53210.0,-0.0026,-0.0355,0.0,0.0,0.0,0,0.0,0,115.1,0.0,0,NORMAL,115.1,100.0,100.0,0.0,0.0,100.0,100.0,92.52,1.6,0.055,0,NOMINAL
13.494,9,1,0.2597,0.2563,0.4613,0,5053.72,-25485.66,53173.21,0.0101,-0.0398,0.0,0.0,0.0,0,0.0,0,116.2,0.0,0,NORMAL,116.2,100.0,100.0,0.0,0.0,100.0,100.0,91.73,1.66,0.058,0,NOMINAL
13.529,10,1,0.2631,0.2573,0.4622,0,4876.64,-25357.02,53347.85,-0.0011,-0.0386,0.0,0.0,0.0,0,0.0,0,117.5,0.0,0,NORMAL,117.5,100.0,100.0,0.0,0.0,100.0,100.0,90.97,1.72,0.061,0,NOMINAL
13.562,11,1,0.2598,0.2576,0.4583,0,4783.16,-25190.37,53444.22,0.0035,-0.0303,0.0,0.0,0.0,0,0.0,0,119.5,0.0,0,NORMAL,119.5,100.0,100.0,0.0,0.0,100.0,100.0,90.24,1.78,0.064,0,NOMINAL
13.592,12,1,0.2604,0.258,0.4609,0,5306.77,-25513.18,53045.3,0.0065,-0.0308,0.0,0.0,0.0,0,0.0,0,121.0,0.8,1,MILD,121.0,100.0,100.0,0.0,0.0,100.0,99.2,89.53,1.84,0.067,0,NOMINAL
13.719,13,1,0.2581,0.258,0.4656,0,4357.42,-24670.03,53749.95,0.0209,-0.036,0.0,0.0,0.0,0,0.0,0,127.7,6.4,1,MILD,127.7,100.0,100.0,0.0,0.0,100.0,93.6,88.81,1.89,0.07,0,NOMINAL
13.795,14,1,0.2715,0.2598,0.4569,0,3947.85,-24765.75,53608.99,-0.0092,-0.0225,0.0,0.0,0.0,0,0.0,0,134.3,11.9,1,MILD,134.3,100.0,100.0,0.0,0.0,100.0,88.1,88.09,1.95,0.073,0,NOMINAL
13.887,15,1,0.2539,0.259,0.4605,0,3954.29,-24804.32,53305.88,-0.0458,-0.0211,0.0,0.0,0.0,0,0.0,0,134.6,12.2,1,MILD,134.6,100.0,100.0,0.0,0.0,100.0,87.8,87.4,2.01,0.076,0,NOMINAL
13.965,16,1,0.2069,0.2524,0.4582,0,1814.84,-22952.56,56051.37,-0.0408,0.0066,0.0,0.0,0.0,0,0.0,0,135.2,12.7,1,MILD,135.2,100.0,100.0,0.0,0.0,100.0,87.3,86.72,2.06,0.08,0,NOMINAL
14.037,17,1,0.2309,0.2497,0.4574,0,1954.3,-22683.54,56064.58,-0.0365,0.0054,0.0,0.0,0.0,0,0.0,0,135.7,13.1,1,MILD,135.7,99.48,100.0,0.0,0.0,100.0,86.9,86.06,2.12,0.083,0,NOMINAL
14.105,18,1,0.2576,0.2507,0.4524,0,1281.68,-22760.19,56186.04,-0.0404,-0.0058,0.0,0.0,0.0,0,0.0,0,136.9,14.1,1,MILD,136.9,100.0,100.0,0.0,0.0,100.0,85.9,85.42,2.17,0.086,0,NOMINAL
14.197,19,1,0.2595,0.2518,0.4472,0,1308.01,-25138.05,55779.65,-0.0241,-0.0016,0.0,0.0,0.0,0,0.0,0,137.7,14.8,1,MILD,137.7,100.0,100.0,0.0,0.0,100.0,85.2,84.8,2.22,0.089,0,NOMINAL
14.276,20,1,0.2101,0.2467,0.4514,0,-247.58,-24499.06,57168.62,-0.0091,-0.0124,0.0,0.0,0.0,0,0.0,0,138.1,15.1,1,MILD,138.1,93.35,100.0,0.0,0.0,100.0,84.9,84.14,2.27,0.093,0,NOMINAL
14.347,21,1,0.2665,0.2491,0.4382,0,2687.88,-26384.56,55572.22,0.0304,-0.0441,0.0,0.0,0.0,0,0.0,0,139.1,16.0,1,MILD,139.1,98.21,100.0,0.0,0.0,100.0,84.0,83.54,2.32,0.097,0,NOMINAL
14.411,22,1,0.2649,0.251,0.4506,0,1987.29,-25417.4,56277.07,0.0438,-0.0247,0.0,0.0,0.0,0,0.0,0,139.6,16.4,1,MILD,139.6,100.0,100.0,0.0,0.0,100.0,83.6,82.97,2.36,0.1,0,NOMINAL
14.484,23,1,0.2555,0.2516,0.4662,0,3103.75,-26551.71,56674.26,0.0385,-0.0309,0.0,0.0,0.0,0,0.0,0,142.2,18.5,1,MILD,142.2,100.0,100.0,0.0,0.0,100.0,81.5,82.41,2.41,0.103,0,NOMINAL
14.57,24,1,0.2543,0.2519,0.4625,0,2644.88,-26482.62,57857.42,0.0633,-0.0359,0.0,0.0,0.0,0,0.0,0,143.2,19.4,1,MILD,143.2,100.0,100.0,0.0,0.0,100.0,80.6,81.87,2.45,0.107,0,NOMINAL
14.657,25,1,0.2539,0.2522,0.4586,0,2021.81,-25932.35,59551.76,0.0365,-0.0312,0.0,0.0,0.0,0,0.0,0,145.5,21.3,1,MILD,145.5,100.0,100.0,0.0,0.0,100.0,78.7,81.33,2.49,0.11,0,NOMINAL
14.735,26,1,0.2731,0.2547,0.4598,0,2090.36,-24894.03,58878.92,0.0385,-0.0529,0.0,0.0,0.0,0,0.0,0,145.5,21.2,1,MILD,145.5,100.0,100.0,0.0,0.0,100.0,78.8,80.82,2.53,0.114,0,NOMINAL
14.833,27,1,0.2677,0.2563,0.4662,0,4081.51,-24144.26,56135.74,0.0126,-0.0517,0.0,0.0,0.0,0,0.0,0,144.9,20.7,1,MILD,145.5,100.0,100.0,0.0,0.0,100.0,79.3,80.32,2.57,0.117,0,NOMINAL
14.918,28,1,0.2744,0.2585,0.464,0,3934.34,-23904.25,55919.56,-0.0165,-0.0312,0.0,0.0,0.0,0,0.0,0,144.8,20.6,1,MILD,145.5,100.0,100.0,0.0,0.0,100.0,79.4,79.84,2.61,0.12,0,NOMINAL
15.011,29,1,0.2725,0.2602,0.4673,0,4592.94,-24940.73,54831.33,0.0077,-0.0365,0.0,0.0,0.0,0,0.0,0,145.5,21.2,1,MILD,145.5,100.0,100.0,0.0,0.0,100.0,78.8,79.37,2.65,0.124,0,NOMINAL
15.085,30,1,0.2707,0.2614,0.4685,0,4774.59,-26087.33,55169.71,-0.0393,-0.0373,0.0,0.0,0.0,0,0.0,0,146.0,21.7,1,MILD,146.0,100.0,100.0,0.0,0.0,100.0,78.3,78.92,2.69,0.127,0,NOMINAL
15.168,31,1,0.2579,0.261,0.4657,0,3115.28,-26156.74,57498.6,0.0578,-0.083,0.0,0.0,0.0,0,0.0,0,148.0,23.3,1,MILD,148.0,100.0,100.0,0.0,0.0,100.0,76.7,78.47,2.72,0.13,0,NOMINAL
15.246,32,1,0.2358,0.258,0.4644,0,3191.2,-27037.96,57338.81,0.0648,-0.0753,0.0,0.0,0.0,0,0.0,0,148.2,23.5,1,MILD,148.2,100.0,100.0,0.0,0.0,100.0,76.5,78.04,2.76,0.134,0,NOMINAL
15.338,33,1,0.2567,0.2578,0.4603,0,2608.31,-27183.14,58715.56,0.0478,-0.0471,0.0,0.0,0.0,0,0.0,0,148.5,23.7,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,76.3,77.62,2.79,0.137,0,NOMINAL
15.411,34,1,0.2582,0.2579,0.4638,0,2361.11,-27496.33,59382.11,-0.0085,-0.0394,0.0,0.0,0.0,0,0.0,0,148.3,23.6,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,76.4,77.21,2.82,0.14,0,NOMINAL
15.49,35,1,0.2772,0.2602,0.4678,0,2948.38,-27661.42,58262.41,-0.0256,-0.0344,0.0,0.0,0.0,0,0.0,0,140.5,17.1,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,82.9,76.85,2.85,0.143,0,NOMINAL
15.59,36,1,0.2825,0.2629,0.4653,0,1998.81,-27861.77,59172.66,-0.0191,-0.0295,0.0,0.0,0.0,0,0.0,0,139.5,16.3,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,83.7,76.51,2.88,0.146,0,NOMINAL
15.676,37,1,0.2726,0.2641,0.4551,0,1875.4,-27385.4,58930.72,-0.0064,-0.034,0.0,0.0,0.0,0,0.0,0,137.9,15.0,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.0,76.18,2.91,0.149,0,NOMINAL
15.745,38,1,0.2774,0.2657,0.4577,0,1556.27,-27888.11,59152.44,-0.007,-0.041,0.0,0.0,0.0,0,0.0,0,137.8,14.8,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.2,75.87,2.93,0.151,0,NOMINAL
15.824,39,1,0.2619,0.2652,0.4675,0,2787.99,-27564.14,57993.4,-0.0046,-0.038,0.0,0.0,0.0,0,0.0,0,137.6,14.7,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.3,75.57,2.95,0.154,0,NOMINAL
15.91,40,1,0.2743,0.2663,0.4596,0,608.47,-26574.05,59403.04,-0.0008,-0.0303,0.0,0.0,0.0,0,0.0,0,137.3,14.4,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.6,75.28,2.98,0.156,0,NOMINAL
15.991,41,1,0.2728,0.2671,0.4559,0,1896.0,-26741.59,58425.08,0.0037,-0.0444,0.0,0.0,0.0,0,0.0,0,137.0,14.1,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.9,75.0,3.0,0.159,0,NOMINAL
16.059,42,1,0.2691,0.2673,0.453,0,1876.28,-26363.88,58533.66,0.0019,-0.0507,0.0,0.0,0.0,0,0.0,0,136.9,14.1,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.9,74.73,3.02,0.161,0,NOMINAL
16.132,43,1,0.2723,0.2679,0.4583,0,2006.1,-26541.61,58577.73,-0.0036,-0.044,0.0,0.0,0.0,0,0.0,0,136.5,13.7,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.3,74.47,3.04,0.164,0,NOMINAL
16.205,44,1,0.2683,0.268,0.4582,0,1865.06,-26376.7,58548.8,-0.0032,-0.0458,0.0,0.0,0.0,0,0.0,0,136.3,13.6,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.4,74.22,3.06,0.166,0,NOMINAL
16.271,45,1,0.2718,0.2684,0.4594,0,2303.35,-26842.94,58379.62,-0.0112,-0.0457,0.0,0.0,0.0,0,0.0,0,136.2,13.5,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.5,73.98,3.08,0.168,0,NOMINAL
16.338,46,1,0.2689,0.2685,0.4591,0,2496.9,-26703.26,58174.52,-0.0087,-0.0513,0.0,0.0,0.0,0,0.0,0,136.2,13.5,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.5,73.74,3.1,0.17,0,NOMINAL
16.402,47,1,0.281,0.27,0.4584,0,2696.73,-26625.43,57900.2,0.0024,-0.0479,0.0,0.0,0.0,0,0.0,0,136.2,13.5,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.5,73.52,3.12,0.173,0,NOMINAL
16.487,48,1,0.2728,0.2703,0.4538,0,2543.1,-26610.07,57956.61,0.0012,-0.0522,0.0,0.0,0.0,0,0.0,0,136.2,13.5,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.5,73.3,3.14,0.175,0,NOMINAL
16.565,49,1,0.2802,0.2715,0.4576,0,2464.36,-26846.56,57849.68,-0.0078,-0.039,0.0,0.0,0.0,0,0.0,0,136.4,13.7,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.3,73.09,3.15,0.177,0,NOMINAL
16.634,50,1,0.2694,0.2713,0.456,0,2527.65,-26897.46,57737.45,-0.0018,-0.0437,0.0,0.0,0.0,0,0.0,0,136.5,13.8,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.2,72.88,3.17,0.179,0,NOMINAL
16.698,51,1,0.2709,0.2712,0.4572,0,2516.87,-26915.86,57779.29,-0.012,-0.0421,0.0,0.0,0.0,0,0.0,0,136.5,13.7,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.3,72.68,3.19,0.181,0,NOMINAL
16.772,52,1,0.2663,0.2706,0.4613,0,2740.32,-26124.16,57072.33,-0.0138,-0.0382,0.0,0.0,0.0,0,0.0,0,136.6,13.8,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.2,72.49,3.2,0.182,0,NOMINAL
16.84,53,1,0.2826,0.2721,0.4616,0,1890.19,-26019.09,57821.88,-0.0173,-0.0376,0.0,0.0,0.0,0,0.0,0,136.6,13.9,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.1,72.31,3.22,0.184,0,NOMINAL
16.924,54,1,0.2577,0.2703,0.463,0,4036.23,-26202.27,56095.39,0.0001,-0.0474,0.0,0.0,0.0,0,0.0,0,136.8,14.0,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.0,72.13,3.23,0.186,0,NOMINAL
16.992,55,1,0.2601,0.2691,0.4643,0,4415.37,-26736.18,56095.2,-0.0307,-0.0327,0.0,0.0,0.0,0,0.0,0,136.8,14.0,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.0,71.95,3.24,0.188,0,NOMINAL
17.059,56,1,0.2518,0.267,0.4651,0,4115.48,-27048.97,56688.33,-0.0199,-0.0413,0.0,0.0,0.0,0,0.0,0,136.9,14.0,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,86.0,71.78,3.26,0.19,0,NOMINAL
17.128,57,1,0.2563,0.2657,0.4655,0,3221.9,-27214.6,57642.22,-0.006,-0.0455,0.0,0.0,0.0,0,0.0,0,137.0,14.1,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.9,71.62,3.27,0.191,0,NOMINAL
17.205,58,1,0.2654,0.2657,0.4689,0,3325.99,-27180.97,57562.19,-0.0123,-0.0426,0.0,0.0,0.0,0,0.0,0,137.0,14.2,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.8,71.46,3.28,0.193,0,NOMINAL
17.281,59,1,0.2514,0.264,0.4669,0,2999.01,-27132.36,58054.42,-0.0117,-0.055,0.0,0.0,0.0,0,0.0,0,137.1,14.2,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.8,71.31,3.3,0.195,0,NOMINAL
17.344,60,1,0.2523,0.2625,0.4727,0,3502.62,-27098.18,57896.36,-0.0165,-0.045,0.0,0.0,0.0,0,0.0,0,137.1,14.3,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.7,71.16,3.31,0.196,0,NOMINAL
17.409,61,1,0.25,0.261,0.4683,0,3319.02,-26824.55,57877.59,-0.021,-0.0439,0.0,0.0,0.0,0,0.0,0,137.2,14.3,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.7,71.02,3.32,0.198,0,NOMINAL
17.488,62,1,0.2622,0.2612,0.4568,0,3343.49,-27011.67,58268.23,-0.0269,-0.0431,0.0,0.0,0.0,0,0.0,0,137.2,14.4,1,MILD,148.5,100.0,100.0,0.0,0.0,100.0,85.6,70.88,3.33,0.199,0,NOMINAL
17.56,63,1,0.2803,0.2635,0.4578,0,2591.35,-26679.8,58400.88,-0.0024,-0.044,0.0,0.0,0.0,0,0.0,0,137.1,14.2,1,MILD,148.3,100.0,100.0,0.0,0.0,100.0,85.8,70.74,3.34,0.201,0,NOMINAL
17.626,64,1,0.2709,0.2644,0.4568,0,2905.93,-26553.16,58083.4,0.0095,-0.0467,0.0,0.0,0.0,0,0.0,0,137.1,14.2,1,MILD,140.5,100.0,100.0,0.0,0.0,100.0,85.8,70.62,3.35,0.202,0,NOMINAL
17.707,65,1,0.272,0.2653,0.4549,0,2845.32,-26676.67,57998.59,-0.0066,-0.0466,0.0,0.0,0.0,0,0.0,0,136.9,14.1,1,MILD,139.5,100.0,100.0,0.0,0.0,100.0,85.9,70.49,3.36,0.203,0,NOMINAL
17.786,66,1,0.2698,0.2658,0.4559,0,2904.16,-26831.51,58059.88,-0.0028,-0.0445,0.0,0.0,0.0,0,0.0,0,136.8,14.0,1,MILD,137.9,100.0,100.0,0.0,0.0,100.0,86.0,70.37,3.37,0.205,0,NOMINAL
17.853,67,1,0.2633,0.2655,0.4539,0,2629.65,-26678.4,58361.2,-0.004,-0.0384,0.0,0.0,0.0,0,0.0,0,136.8,14.0,1,MILD,137.8,100.0,100.0,0.0,0.0,100.0,86.0,70.26,3.38,0.206,0,NOMINAL
17.936,68,1,0.2627,0.2652,0.4602,0,2621.78,-25992.55,57809.53,-0.0065,-0.039,0.0,0.0,0.0,0,0.0,0,136.6,13.8,1,MILD,137.6,100.0,100.0,0.0,0.0,100.0,86.2,70.14,3.39,0.207,0,NOMINAL
18.011,69,1,0.2678,0.2655,0.4602,0,1759.41,-26159.23,58340.92,-0.0076,-0.0425,0.0,0.0,0.0,0,0.0,0,136.5,13.8,1,MILD,137.3,100.0,100.0,0.0,0.0,100.0,86.2,70.04,3.4,0.208,0,NOMINAL
