timestamp_s,frame,face_detected,ear,ear_smooth,mar,eye_closed,pitch,yaw,roll,gaze_x,gaze_y,perclos,blink_rate,blink_duration_ms,microsleep_count,microsleep_dur_ms,yawn_count_recent,light_intensity,glare_severity,is_glare_detected,light_category,peak_light_recent,score_ear,score_perclos,score_blink,score_pose,score_yawn,score_glare,attention_score,kss_estimate,fatigue_probability,alert_level,alert_label
13.778,1,1,0.2952,0.2952,0.4568,0,-2021.26,22125.91,-10942.38,-0.0273,0.0258,0.0,0.0,0.0,0,0.0,0,126.0,5.0,1,MILD,126.0,100.0,100.0,0.0,0.0,100.0,95.0,98.94,1.08,0.037,0,NOMINAL
13.933,2,1,0.2775,0.278,0.452,0,715.13,11501.5,-10005.31,-0.0184,0.0206,0.0,0.0,0.0,0,0.0,0,126.1,5.1,1,MILD,126.1,100.0,100.0,0.0,0.0,100.0,94.9,97.92,1.17,0.039,0,NOMINAL
13.97,3,1,0.2689,0.2735,0.4568,0,-1967.5,21484.29,-10917.11,-0.0293,-0.0041,0.0,0.0,0.0,0,0.0,0,126.6,5.5,1,MILD,126.6,100.0,100.0,0.0,0.0,100.0,94.5,96.93,1.25,0.042,0,NOMINAL
14.006,4,1,0.2725,0.2731,0.4477,0,-1340.61,6919.48,-9849.26,-0.0303,-0.0137,0.0,0.0,0.0,0,0.0,0,126.6,5.5,1,MILD,126.6,100.0,100.0,0.0,0.0,100.0,94.5,95.97,1.32,0.045,0,NOMINAL
14.047,5,1,0.2524,0.2677,0.445,0,-803.96,2919.55,-7805.45,0.0318,-0.0192,0.0,0.0,0.0,0,0.0,0,126.4,5.3,1,MILD,126.6,100.0,100.0,0.0,0.0,100.0,94.7,95.04,1.4,0.047,0,NOMINAL
14.109,6,1,0.2725,0.2687,0.4438,0,-1743.36,2731.46,-7615.18,0.0379,-0.0297,0.0,0.0,0.0,0,0.0,0,143.1,19.3,1,MILD,143.1,100.0,100.0,0.0,0.0,100.0,80.7,94.08,1.47,0.05,0,NOMINAL
14.15,7,1,0.2674,0.2685,0.4443,0,2980.16,3992.08,-6863.76,0.0425,-0.0289,0.0,0.0,0.0,0,0.0,0,143.1,19.3,1,MILD,143.1,100.0,100.0,0.0,0.0,100.0,80.7,93.15,1.55,0.053,0,NOMINAL
14.194,8,1,0.283,0.271,0.4436,0,4652.74,3628.89,-5761.88,0.0103,-0.0319,0.0,0.0,0.0,0,0.0,0,148.2,23.5,1,MILD,148.2,100.0,100.0,0.0,0.0,100.0,76.5,92.22,1.62,0.057,0,NOMINAL
14.253,9,1,0.2632,0.2697,0.4461,0,3230.61,4607.54,-6707.95,-0.0047,-0.0192,0.0,0.0,0.0,0,0.0,0,150.8,25.7,1,MILD,150.8,100.0,100.0,0.0,0.0,100.0,74.3,91.32,1.69,0.06,0,NOMINAL
14.289,10,1,0.256,0.2677,0.4454,0,-2403.78,-1912.73,-6471.06,-0.0188,-0.0167,0.0,0.0,0.0,0,0.0,0,150.8,25.7,1,MILD,150.8,100.0,100.0,0.0,0.0,100.0,74.3,90.45,1.76,0.063,0,NOMINAL
14.326,11,1,0.2593,0.2665,0.4437,0,319.56,-10295.69,-7681.27,-0.0176,-0.0142,0.0,0.0,0.0,0,0.0,0,150.8,25.7,1,MILD,150.8,100.0,100.0,0.0,0.0,100.0,74.3,89.6,1.83,0.067,0,NOMINAL
14.36,12,1,0.2952,0.2704,0.4704,0,4659.45,3019.25,-6014.22,-0.0135,-0.0371,0.0,0.0,0.0,0,0.0,0,153.0,27.5,1,MILD,153.0,100.0,100.0,0.0,0.0,100.0,72.5,88.78,1.9,0.07,0,NOMINAL
14.393,13,1,0.2748,0.271,0.4631,0,4797.62,1791.76,-5859.23,-0.0105,-0.0313,0.0,0.0,0.0,0,0.0,0,153.0,27.5,1,MILD,153.0,100.0,100.0,0.0,0.0,100.0,72.5,87.98,1.96,0.074,0,NOMINAL
14.428,14,1,0.2878,0.2732,0.4493,0,-2950.65,-3981.9,-6552.24,-0.026,-0.0286,0.0,0.0,0.0,0,0.0,0,155.0,29.2,1,MILD,155.0,100.0,100.0,0.0,0.0,100.0,70.8,87.2,2.02,0.077,0,NOMINAL
14.463,15,1,0.2749,0.2734,0.4506,0,4663.38,2948.42,-5756.21,-0.0286,-0.0251,0.0,0.0,0.0,0,0.0,0,155.0,29.2,1,MILD,155.0,100.0,100.0,0.0,0.0,100.0,70.8,86.45,2.08,0.081,0,NOMINAL
14.495,16,1,0.2682,0.2728,0.4497,0,-1382.28,-22089.82,-5279.1,-0.0335,-0.0262,0.0,0.0,0.0,0,0.0,0,157.3,31.1,1,MILD,157.3,100.0,100.0,0.0,0.0,100.0,68.9,85.71,2.14,0.085,0,NOMINAL
14.534,17,1,0.2827,0.274,0.4492,0,3943.26,3914.6,-6437.87,-0.0313,-0.0234,0.0,0.0,0.0,0,0.0,0,157.3,31.1,1,MILD,157.3,100.0,100.0,0.0,0.0,100.0,68.9,85.0,2.2,0.088,0,NOMINAL
14.572,18,1,0.2744,0.2741,0.4485,0,2831.79,-12042.02,-8838.29,-0.0328,-0.0137,0.0,0.0,0.0,0,0.0,0,160.8,34.0,1,MILD,160.8,100.0,100.0,0.0,0.0,100.0,66.0,84.3,2.26,0.092,0,NOMINAL
14.607,19,1,0.2281,0.2684,0.4501,0,-1264.79,2306.07,-7385.28,0.0156,-0.0191,0.0,0.0,0.0,0,0.0,0,164.1,36.7,1,MILD,164.1,100.0,100.0,0.0,0.0,100.0,63.3,83.61,2.31,0.096,0,NOMINAL
14.648,20,1,0.2296,0.2636,0.4486,0,-2376.03,-2563.29,-6851.0,0.023,-0.0213,0.0,0.0,0.0,0,0.0,0,164.1,36.7,1,MILD,164.1,100.0,100.0,0.0,0.0,100.0,63.3,82.93,2.37,0.1,0,NOMINAL
14.682,21,1,0.1768,0.253,0.4445,0,-2761.28,-3698.27,-6771.27,0.0277,-0.0095,0.0,0.0,0.0,0,0.0,0,167.1,39.2,1,MILD,167.1,100.0,100.0,0.0,0.0,100.0,60.8,82.27,2.42,0.104,0,NOMINAL
14.715,22,1,0.1542,0.2409,0.4466,0,3601.73,-12038.49,-9181.11,0.0367,-0.0188,0.0,0.0,0.0,0,0.0,0,167.1,39.2,1,MILD,167.1,81.83,100.0,0.0,0.0,100.0,60.8,81.48,2.48,0.109,0,NOMINAL
14.753,23,1,0.2054,0.2366,0.4443,0,4791.12,3203.25,-5708.31,-0.0015,-0.0467,0.0,0.0,0.0,0,0.0,0,170.6,42.1,1,MILD,170.6,73.17,100.0,0.0,0.0,100.0,57.9,80.62,2.55,0.115,0,NOMINAL
14.785,24,1,0.2466,0.2378,0.4451,0,4019.11,4334.21,-6568.47,0.0285,-0.0419,0.0,0.0,0.0,0,0.0,0,173.1,44.2,1,MILD,173.1,75.6,100.0,0.0,0.0,100.0,55.8,79.8,2.62,0.121,0,NOMINAL
14.842,25,1,0.2619,0.2407,0.4503,0,-583.21,1952.45,-7224.74,-0.0193,-0.0129,0.0,0.0,0.0,0,0.0,0,174.2,45.2,1,MILD,174.2,81.47,100.0,0.0,0.0,100.0,54.8,79.05,2.68,0.126,0,NOMINAL
14.885,26,1,0.2513,0.242,0.4513,0,-2427.0,-13796.95,-7363.0,-0.0139,-0.018,0.0,0.0,0.0,0,0.0,0,174.2,45.2,1,MILD,174.2,84.04,100.0,0.0,0.0,100.0,54.8,78.35,2.73,0.131,0,NOMINAL
14.924,27,1,0.2791,0.2465,0.4484,0,2190.31,885.93,-6804.82,-0.0218,-0.0204,0.0,0.0,0.0,0,0.0,0,174.9,45.7,1,MILD,174.9,93.03,100.0,0.0,0.0,100.0,54.3,77.75,2.78,0.136,0,NOMINAL
14.958,28,1,0.2679,0.2491,0.4474,0,-695.16,5204.22,-7931.13,-0.0121,-0.029,0.0,0.0,0.0,0,0.0,0,174.9,45.7,1,MILD,174.9,98.22,100.0,0.0,0.0,100.0,54.3,77.22,2.82,0.14,0,NOMINAL
14.99,29,1,0.2552,0.2499,0.4443,0,4657.0,3797.61,-5635.4,-0.0214,-0.0261,0.0,0.0,0.0,0,0.0,0,175.4,46.1,1,MILD,175.4,99.7,100.0,0.0,0.0,100.0,53.9,76.71,2.86,0.144,0,NOMINAL
15.034,30,1,0.2677,0.252,0.4498,0,4399.49,4221.16,-5750.75,-0.016,-0.0204,0.0,0.0,0.0,0,0.0,0,175.9,46.5,1,MILD,175.9,100.0,100.0,0.0,0.0,100.0,53.5,76.22,2.9,0.148,0,NOMINAL
15.073,31,1,0.2849,0.256,0.4498,0,4075.8,4412.9,-5949.31,-0.0136,-0.0235,0.0,0.0,0.0,0,0.0,0,175.9,46.5,1,MILD,175.9,100.0,100.0,0.0,0.0,100.0,53.5,75.75,2.94,0.152,0,NOMINAL
15.107,32,1,0.2574,0.2562,0.4509,0,4808.93,3463.68,-5166.7,-0.0117,-0.0237,0.0,0.0,0.0,0,0.0,0,176.4,47.0,1,MILD,176.4,100.0,100.0,0.0,0.0,100.0,53.0,75.29,2.98,0.156,0,NOMINAL
15.146,33,1,0.2626,0.257,0.4492,0,-2278.24,4170.46,-7657.09,-0.0159,-0.0137,0.0,0.0,0.0,0,0.0,0,176.4,47.0,1,MILD,176.4,100.0,100.0,0.0,0.0,100.0,53.0,74.84,3.01,0.16,0,NOMINAL
15.183,34,1,0.2549,0.2567,0.4472,0,-948.28,2912.94,-6910.07,-0.0062,-0.0103,0.0,0.0,0.0,0,0.0,0,176.3,46.9,1,MILD,176.4,100.0,100.0,0.0,0.0,100.0,53.1,74.41,3.05,0.164,0,NOMINAL
15.223,35,1,0.2278,0.2532,0.4524,0,4116.44,3964.74,-5607.86,-0.019,-0.0095,0.0,0.0,0.0,0,0.0,0,176.3,46.9,1,MILD,176.4,100.0,100.0,0.0,0.0,100.0,53.1,74.0,3.08,0.168,0,NOMINAL
15.259,36,1,0.2438,0.2521,0.4518,0,-782.65,2547.53,-6617.75,-0.0019,-0.0149,0.0,0.0,0.0,0,0.0,0,176.2,46.8,1,MILD,176.4,100.0,100.0,0.0,0.0,100.0,53.2,73.6,3.11,0.172,0,NOMINAL
15.295,37,1,0.2399,0.2506,0.451,0,4701.91,2855.74,-4531.69,-0.0139,-0.0148,0.0,0.0,0.0,0,0.0,0,176.2,46.8,1,MILD,176.4,100.0,100.0,0.0,0.0,100.0,53.2,73.21,3.14,0.175,0,NOMINAL
15.326,38,1,0.2584,0.2515,0.4503,0,4661.88,1716.75,-3226.31,0.0025,-0.007,0.0,0.0,0.0,0,0.0,0,176.5,47.1,1,MILD,176.5,100.0,100.0,0.0,0.0,100.0,52.9,72.84,3.17,0.179,0,NOMINAL
15.361,39,1,0.2534,0.2518,0.4458,0,4635.73,935.28,-3148.89,-0.0001,-0.0076,0.0,0.0,0.0,0,0.0,0,176.5,47.1,1,MILD,176.5,100.0,100.0,0.0,0.0,100.0,52.9,72.47,3.2,0.183,0,NOMINAL
15.403,40,1,0.2576,0.2525,0.4473,0,4838.18,1296.38,-3088.71,-0.0024,-0.0138,0.0,0.0,0.0,0,0.0,0,176.5,47.1,1,MILD,176.5,100.0,100.0,0.0,0.0,100.0,52.9,72.12,3.23,0.186,0,NOMINAL
15.439,41,1,0.2431,0.2513,0.4545,0,3423.38,-3696.39,-4738.18,0.0215,-0.0239,0.0,0.0,0.0,0,0.0,0,176.7,47.2,1,MILD,176.7,100.0,100.0,0.0,0.0,100.0,52.8,71.78,3.26,0.19,0,NOMINAL
15.468,42,1,0.2618,0.2526,0.4565,0,-4458.66,21761.87,-8961.48,0.0129,-0.0199,0.0,0.0,0.0,0,0.0,0,176.1,46.7,1,MILD,176.7,100.0,100.0,0.0,0.0,100.0,53.3,71.45,3.28,0.193,0,NOMINAL
15.498,43,1,0.2613,0.2537,0.4579,0,1721.06,6124.63,-5579.42,0.0139,-0.0243,0.0,0.0,0.0,0,0.0,0,176.1,46.7,1,MILD,176.7,100.0,100.0,0.0,0.0,100.0,53.3,71.14,3.31,0.196,0,NOMINAL
15.53,44,1,0.2628,0.2548,0.4506,0,888.06,-2669.37,-1481.87,0.0212,-0.0293,0.0,0.0,0.0,0,0.0,0,175.9,46.6,1,MILD,176.7,100.0,100.0,0.0,0.0,100.0,53.4,70.83,3.33,0.2,0,NOMINAL
15.562,45,1,0.256,0.2549,0.453,0,286.85,128.67,149.66,0.0258,-0.0069,0.0,0.0,0.0,0,0.0,0,175.9,46.6,1,MILD,176.7,100.0,100.0,0.0,0.0,100.0,53.4,70.54,3.36,0.203,0,NOMINAL
15.591,46,1,0.2549,0.2549,0.4519,0,-3663.03,21577.16,-6979.99,0.0355,-0.0271,0.0,0.0,0.0,0,0.0,0,179.1,49.3,1,MILD,179.1,100.0,100.0,0.0,0.0,100.0,50.7,70.24,3.38,0.206,0,NOMINAL
15.623,47,1,0.2614,0.2557,0.4527,0,1945.99,-332.89,-955.11,0.0358,-0.0264,0.0,0.0,0.0,0,0.0,0,179.1,49.3,1,MILD,179.1,100.0,100.0,0.0,0.0,100.0,50.7,69.95,3.4,0.209,0,NOMINAL
15.659,48,1,0.239,0.2537,0.4574,0,1368.91,1831.75,-407.23,0.0213,-0.0242,0.0,0.0,0.0,0,0.0,0,182.0,51.4,1,WARN,182.0,100.0,100.0,0.0,0.0,100.0,48.6,69.67,3.43,0.212,0,NOMINAL
15.693,49,1,0.2559,0.2539,0.4574,0,2323.35,-1608.51,-1725.47,0.0286,-0.0205,0.0,0.0,0.0,0,0.0,0,182.0,51.4,1,WARN,182.0,100.0,100.0,0.0,0.0,100.0,48.6,69.39,3.45,0.215,0,NOMINAL
15.722,50,1,0.2328,0.2514,0.4546,0,-390.27,-2578.35,-216.77,0.0208,-0.0075,0.0,0.0,0.0,0,0.0,0,182.4,51.6,1,WARN,182.4,100.0,100.0,0.0,0.0,100.0,48.4,69.12,3.47,0.219,0,NOMINAL
15.759,51,1,0.2357,0.2495,0.4549,0,56984.65,-14680.73,-11382.17,0.0127,-0.0119,0.0,0.0,0.0,0,0.0,0,182.4,51.6,1,WARN,182.4,98.98,100.0,0.0,0.0,100.0,48.4,68.85,3.49,0.222,0,NOMINAL
15.791,52,1,0.2622,0.251,0.4534,0,1170.59,-233.94,-367.89,0.0164,-0.0042,0.0,0.0,0.0,0,0.0,0,181.6,51.1,1,WARN,182.4,100.0,100.0,0.0,0.0,100.0,48.9,68.59,3.51,0.224,0,NOMINAL
15.825,53,1,0.2646,0.2527,0.4563,0,1827.68,-368.08,-635.19,0.0312,-0.0128,0.0,0.0,0.0,0,0.0,0,181.6,51.1,1,WARN,182.4,100.0,100.0,0.0,0.0,100.0,48.9,68.35,3.53,0.227,0,NOMINAL
15.862,54,1,0.2565,0.2531,0.4539,0,-2763.52,2849.09,-1754.52,0.0315,-0.0139,0.0,0.0,0.0,0,0.0,0,183.6,52.4,1,WARN,183.6,100.0,100.0,0.0,0.0,100.0,47.6,68.11,3.55,0.23,0,NOMINAL
15.896,55,1,0.2823,0.2567,0.4567,0,-4107.84,5752.04,-3255.79,0.0261,0.0037,0.0,0.0,0.0,0,0.0,0,183.6,52.4,1,WARN,183.6,100.0,100.0,0.0,0.0,100.0,47.6,67.88,3.57,0.233,0,NOMINAL
15.93,56,1,0.2844,0.26,0.4562,0,-2273.48,-22686.4,2284.23,0.0066,0.0214,0.0,0.0,0.0,0,0.0,0,185.2,53.5,1,WARN,185.2,100.0,100.0,0.0,0.0,100.0,46.5,67.65,3.59,0.236,0,NOMINAL
15.968,57,1,0.2794,0.2624,0.4538,0,1774.18,-200.83,-252.6,0.0202,0.0348,0.0,0.0,0.0,0,0.0,0,185.2,53.5,1,WARN,185.2,100.0,100.0,0.0,0.0,100.0,46.5,67.43,3.61,0.238,0,NOMINAL
15.998,58,1,0.2601,0.2621,0.452,0,2200.62,23233.98,-63773.56,0.0059,0.0047,0.0,0.0,0.0,0,0.0,0,185.2,53.5,1,WARN,185.2,100.0,100.0,0.0,0.0,100.0,46.5,67.21,3.62,0.241,0,NOMINAL
16.033,59,1,0.2514,0.2608,0.4514,0,1970.7,23204.18,-64032.22,0.0217,0.0003,0.0,0.0,0.0,0,0.0,0,185.2,53.5,1,WARN,185.2,100.0,100.0,0.0,0.0,100.0,46.5,67.0,3.64,0.243,0,NOMINAL
16.065,60,1,0.2699,0.2619,0.4494,0,2525.12,23255.13,-63500.1,0.0001,0.0061,0.0,0.0,0.0,0,0.0,0,185.1,53.4,1,WARN,185.2,100.0,100.0,0.0,0.0,100.0,46.6,66.8,3.66,0.246,0,NOMINAL
16.098,61,1,0.2552,0.2611,0.4467,0,2445.15,22791.34,-63868.5,0.0224,0.0309,0.0,0.0,0.0,0,0.0,0,185.1,53.4,1,WARN,185.2,100.0,100.0,0.0,0.0,100.0,46.6,66.61,3.67,0.248,0,NOMINAL
16.13,62,1,0.2094,0.2548,0.4495,0,-924.88,-197.18,-257.22,0.019,0.0107,0.0,0.0,0.0,0,0.0,0,187.1,54.7,1,WARN,187.1,100.0,100.0,0.0,0.0,100.0,45.3,66.42,3.69,0.251,0,NOMINAL
16.159,63,1,0.2535,0.2547,0.4502,0,2789.27,21573.43,-63589.69,0.0116,0.0175,0.0,0.0,0.0,0,0.0,0,187.1,54.7,1,WARN,187.1,100.0,100.0,0.0,0.0,100.0,45.3,66.23,3.7,0.253,0,NOMINAL
